Date,Tweets
2022-10-15 13:11:16+00:00,"Selagi sampo kalau udah habis masih di campur air, nggausah mikirin resesi"
2022-10-15 13:11:10+00:00,"ah gue bener2 bimbang banget mau nonton apa ngga, gue pengen banget tapi belom balik modal konser bets september kemaren😭. klo beli yg paling murah takut ga keliatan, bisa aja sih beli soundcheck tapi gue gatau kedepannya bakal gimana, ditambah kan ada isu 2023 resesi😭"
2022-10-15 13:08:22+00:00,"@nnpradani @HanumFA @hasanash Yha juga sih, udah ngalamin resesi bertahun-tahun"
2022-10-15 13:07:55+00:00,"@jek___ Hahahahah benerrrr 🤣
Semua media gembor² 2023 resesi, konten kreator juga gitu, ini sama modelnya kayak awal covid, tujuanya bikin orang panik dan takut."
2022-10-15 13:07:24+00:00,"Ini pendapat gw mengenai lukisan van gogh yang dilempar pake soup !!!

#VanGogh #lukisan #karya #seni #activists #resesi https://t.co/FQXKAO37Jd"
2022-10-15 13:06:54+00:00,resesi resesi resepsi
2022-10-15 13:05:51+00:00,Resesi gombal
2022-10-15 13:05:17+00:00,"@worksfess Kakak ngga usah, keponakan mah kasi 100 ribu aja dah seneng😩. Itu kmu juga belum ada investasi mending 500 buat invest emas batangan, reksadana, atau apalah. Apalagi besok 2023 bakal resesi😔. Bukan maksud pelit ke kakakmu sihh, tp sepengalamanku bulan lalu juga gini eh aku"
2022-10-15 13:04:07+00:00,@jek___ Seblom resesi mending kesini dulu ya ges ya https://t.co/BypZueSo4r
2022-10-15 13:02:34+00:00,@jek___ Tul TaT! Resesi ga resesi ttp Mati kok Antum
2022-10-15 12:59:14+00:00,"@worksfess gua sering stress karena ga ada duit, begitu pun pas dgr berita taun depan kemungkinan bakal resesi, but... pada akhirnya, gua selalu ngambil keputusan buat jalanin aja, jangan dipikirin, gua yakin Allah maha kaya, resesi gituan mah gaada apa2nya, percaya Allah selalu nolong gua"
2022-10-15 12:58:49+00:00,@jek___ Dah dari dulu resesi bang
2022-10-15 12:58:44+00:00,"Melihat kondisi dunia yang belum akan pulih dengan gambaran potensi stagflasi tahun 2023 bahkan resesi ekonomi, Menkominfo @PlateJohnny menginstruksikan agar sivitas @kemkominfo berkolaborasi mempercepat realisasi anggaran.

https://t.co/zaqWusn3Rb"
2022-10-15 12:58:37+00:00,2023 resesi? mau jdi apa fresh graduate kek aku nanti
2022-10-15 12:56:43+00:00,Resesi 2023? Saya sudah mengalami resesi hidup.
2022-10-15 12:56:40+00:00,@jek___ Makasih tad. Kamu adalah satu2nya mativatorku di resesi thn depan
2022-10-15 12:56:23+00:00,"Habis liat liat berita resesi 2023 
. Ngeri banget. Semoga Indonesia dijauhkan  dari segala Riot dan Chaos di 2023.
https://t.co/BZ3pG8KHw0"
2022-10-15 12:54:14+00:00,"Nabung saham. Meski ancaman resesi, tapi fokus nabung saham tetap dilakukan. Belum kepikiran ke reksa dana atau emas lagi. Memilih saham2 blue chip jadi pilihan. Mayan tabungannya dan cukup profit untuk 5-10 tahun mendatang."
2022-10-15 12:54:00+00:00,"Apabila UMKM memiliki utang terhadap pihak lain yang selama ini membantu proses pengembangan usaha, strategi meghadapi resesi 2023. #Headline https://t.co/VkRPdlqKJD"
2022-10-15 12:53:58+00:00,"2023 mo resesi?
Seumur hidup hari² udah resesi kek nya
Tak nak la terkejod macem tu"
2022-10-15 12:53:09+00:00,@mbaknurrr Stock resesi tahun depan
2022-10-15 12:52:52+00:00,"@jek___ Mau resesi ga resesi, tetap aja akhir bulan melarat dan gaji masuk cm numpang lewat."
2022-10-15 12:51:51+00:00,Idol kpop kejar setoran sebelum resesi
2022-10-15 12:51:22+00:00,@akbar13 @jek___ Iyyaaa emg blm ada yg panik mslah resesi yg ada mlah ghibahin lesti😭😭
2022-10-15 12:50:19+00:00,"Resesi resesi…
Yg kumau cuman resepsi 🤧"
2022-10-15 12:49:48+00:00,"Berita sana sini bahas Resesi, dan banyak lagi orang² hebat sudah mempersiapkan hal tersebut. dan apa kabar sya nganggur 5 bulan belum dpt kerjaan pas di tanya * km sdh punya tabungan berapa* ku ga bisa jawab 🥲 hanya allah yang menolong ku ketika 2023 yg terjadi ekonomi gelp"
2022-10-15 12:49:39+00:00,@jek___ bedanya resesi sama resepsi apa tap? https://t.co/FIlUi5cYlQ
2022-10-15 12:48:46+00:00,"@felixsiauw Resah ya Lix...
Kantor pusat HT yg jadi parasit di London sana kena ikut resesi.
Udah gitu boss Inggrismu mati, diganti Charles yg pelit.
By the way, bakal kena gusur nih kantor pusat HT...
Pelix, segera saja dirikan khilafuck di Inggris Raya sana biar selamat katanya."
2022-10-15 12:48:06+00:00,"@worksfess Agak terkesan nakut2in. Gw muslim, gw punya Allah. Resesi gimanapun bakal gw hadapain walau sambil ngeluh sesekali 🔥"
2022-10-15 12:48:02+00:00,"Tolak Resesi! 
Jokowi: Ekonomi Kuartal III Akan Tumbuh 5,4-6%
#JokowiHebat https://t.co/wxC3aR8O8m"
2022-10-15 12:47:46+00:00,2023 resesi tp ga berlaku bagi SM Stan 🥲🥲
2022-10-15 12:47:25+00:00,@jek___ Tad resesi sama resresan peyek enakan mana?
2022-10-15 12:47:10+00:00,"@akbar13 Berarti Lesti = ekonomi, Billar = resesi😭"
2022-10-15 12:46:11+00:00,di abstrak nulis ttg resesi 2023 padahal gue jg gatau akan ada apa
2022-10-15 12:45:36+00:00,pgn gaji dua digit yaAllah biar ga ovt sama resesi😭😭
2022-10-15 12:45:35+00:00,Cok onok bener e. Resesi dari dahulu. 😭
2022-10-15 12:44:32+00:00,Dis @CahyaBudiman6 resesi
2022-10-15 12:44:28+00:00,"Ini bener bgt sih, tbh gue mulai takut krn banyak influencer yg ngmgin soal resesi, beneran kaya nakut2in 😮‍💨😮‍💨"
2022-10-15 12:44:17+00:00,@jek___ Anjg ini masalhnya ga resesi aja gw udah mengkis² apalagi resesi bisa wrerwrerr gw 😭😭😭
2022-10-15 12:44:14+00:00,"Indonesia tidak akan ada resesi di 2023, semua berita hanya bersifat menggiring opini agar institusi besar bisa “serok dibawah” harga pasar sebelum 2023 harga rally naik. Trust me"
2022-10-15 12:43:32+00:00,"Jika resesi 2023, waspada overstay"
2022-10-15 12:40:51+00:00,Ada di titik dimana ga peduli sih mau dunia resesi apa kagak ya hidup w gini gini aja sama susahnya😌
2022-10-15 12:38:48+00:00,Bnyak banget keinginan ini dlm hati tp ingat thn dpn mo resesi. Be wise banget pake duit. Klo bisa tuh nabung aja dlu deh
2022-10-15 12:36:23+00:00,"Stop malmingan jajan keluar.
Tahun depan Resesi, kaya udah punya cadangan investasi aja🙏"
2022-10-15 12:36:11+00:00,"@jek___ bodoamat dgn ancaman resesi, all I want is resepsi with her"
2022-10-15 12:36:02+00:00,2023 mau resesi aku skrg harus bekerja keras biar cowok kpopku ga terkena dampak resesi
2022-10-15 12:36:01+00:00,"@jek___ Boro2 takut bang, arti resesi itu apa aja gua ga paham"
2022-10-15 12:35:45+00:00,@jek___ Resesi sejak lahir. 😆
2022-10-15 12:34:34+00:00,"@jek___ Resesi campur kampanye kolaborasi paling top. Gimana nih tad, bapak2 pada debati capres jagoan masing2 sampe nih telingga nutup sendiri."
2022-10-15 12:34:33+00:00,"Kata RESESI tuh gausah terlalu ditakuti, itu bisa2nya ekonom aja bikin maknanya konotatif.
Resesi itu pertumbuhan ekonomi negatif dalam 2 periode berturut turut. Kegiatan ekonominya tetap ada, cuma besarnya lebih kecil dari periode sebelumnya. MCB said: waspada tp santai aja."
2022-10-15 12:34:00+00:00,@jek___ sejak corona turun ke bumi udh resesi. gaperlu nggu taun depan. gmn sih
2022-10-15 12:32:54+00:00,"Dari kmrn baca twit org yg bingung mau nonton konser bets tp 2023 mau resepsi. Gua batin, kok serentak pd nikah si 2023 TERNYATA RESESI ANJERRR"
2022-10-15 12:32:20+00:00,"@felixsiauw Markas pusat HT bakal kena gusur tuh akibat resesi di London/Inggris...
Segera saja dirikan khilafuck di London sana.

*ormas haram hidupnya jadi parasit dinegeri kafir"
2022-10-15 12:32:20+00:00,@jek___ Gua mau siap2 nyari sampingan buat ngadepin global resesi ni jek lu punya ga sampingan? Klo punya bagi lah gua 'Gajah duduk' jga gpp
2022-10-15 12:32:17+00:00,"Selama u nga terlibat pinjol &amp; nga punya cicilan ngausa khawatir.
Kalopun u punya tapi kerjaan aman ya prepare aja…
Orang yang prepare begini mungkin malah ngarep resesi. Cash dia banyak &amp; saat instrumen investasi banyak harga turun, dia bisa serok…
*mungkin hahahahaha"
2022-10-15 12:32:17+00:00,"Resesi disuruh hemat, harusnya suruh belanja di umkm &amp; produk lokal aja ga sih 😭 biar muter gt duid. Hha ga tau deng"
2022-10-15 12:31:03+00:00,Kinerja pasar modal dinilai bisa bertahan di tengah ancaman resesi global tahun 2023. https://t.co/abuZfPR7pV
2022-10-15 12:28:38+00:00,Aku doakan Indonesia terhindar dari resesi ekonomi.amin ya Tuhanku 🙏
2022-10-15 12:28:34+00:00,"@jek___ Ga gtu konsepnya tad, andai dl udh resesi ya thn dpn berarti bakal resesi pangkat dua"
2022-10-15 12:28:25+00:00,"@jek___ Lumayan, nambah alesan kalo ditanya kapan kawin tinggal jawab ""resesi, ekonomi resesi"" https://t.co/JGPcX19lrB"
2022-10-15 12:28:13+00:00,@michell3_1323 mana tahun depan resesi
2022-10-15 12:27:18+00:00,"Hari ini terima gaji, besoknya udah resesi....laganya so panik 😂😭"
2022-10-15 12:27:17+00:00,persoalan Resesi ko aku takut ya :(
2022-10-15 12:27:07+00:00,"@jek___ Resesi kan kata baru, dulunya sih paceklik https://t.co/rLRju5NG7c"
2022-10-15 12:26:56+00:00,.. bakalan lebih sulit.mudah2an sih Indonesia baik-baik saja ya.kalopun resesi (amit2 dah) yg sedang2 saja lah.amin.tetap waspada ya semuanya 💪
2022-10-15 12:26:48+00:00,@eternaIune Lah ya kan mereka menghadapi resesi dengan jualan album  + merchs 🥲
2022-10-15 12:26:48+00:00,@jek___ wkakwkwkwk “udah resesi duluan”😭
2022-10-15 12:26:44+00:00,"sering bgt nanya gini ke org2 “ko heboh bgt 2023 resesi sih? bukannya kmrn 2020 jg udah resesi?” tp jawabannya gada yg bikin ngerti🙂 

intinya resesi ataupun tdk kayanya gangaruh di gw krn gapunya duit :)"
2022-10-15 12:26:13+00:00,"@jek___ Resesi itu apaan, tad?"
2022-10-15 12:26:07+00:00,"Ekonomi Indonesia dan negara-negara lain diramalkan krisis bahkan resesi pada tahun depan. 

Oleh karena itu desa serta masyarakat luas harus mengambil peran sesuai ranah masing-masing.

#KemendesPDTT
#SDGsDesa
#PercayaDesa #DesaBisa 
#MulaiDariDesa https://t.co/YBTm4ZsrlQ"
2022-10-15 12:25:49+00:00,"@worksfess Biasa aja nder jangan panik, tetep belanja biar muterin roda ekonomi negara. Btw dia keknya sering bikin konten resesi mulu dah, dia ngajakin orang biar panic buying lagi kali 😒😒"
2022-10-15 12:25:04+00:00,"@childeesimp Tapi liat dulu 2023 resesi ga, kalo iya berarti diundur resignnya"
2022-10-15 12:24:04+00:00,"5 Jurus Jitu Hadapi Resesi Global, Kaum Mendang Mending Wajib Simak https://t.co/LhPkwBw9Zn"
2022-10-15 12:23:57+00:00,"Penjelasan sederhana tentang yang lagi rame: Resesi
https://t.co/rUT0yNY9J6"
2022-10-15 12:23:56+00:00,"@Calciverr U kalo mau nga berasa kena resesi bercocok tanam yang hasilnya untuk sendiri &amp; dijual ke tetangga aja.
Tabungan 35rb udah bagus ko."
2022-10-15 12:22:49+00:00,"Menjelang resesi ekonomi. 
Niat saya : Oke harus hemat. 

Perut : duhh enak nih minum kopi. 
Mulut : enak nih makan pedes. 
Otak  : udah beli aja mumpung promo. 

Begitu dan begitu siklus hidup saya."
2022-10-15 12:21:50+00:00,@jek___ Panik aja dikit biar ga keliatan klo kita udah resesi duluan
2022-10-15 12:21:42+00:00,@sbtcon Inget taun depan resesi 👍
2022-10-15 12:21:36+00:00,"Peringati Hari Pangan Sedunia 16 Oktober 2020, Bertani Jadi Solusi Hadapi 2023 Resesi, Berikut Caranya ! https://t.co/R4Ykq53bl6"
2022-10-15 12:21:25+00:00,"Hahahahahahha
Resesi ga resesi defaultnye udh blangsak🫢"
2022-10-15 12:21:15+00:00,@jek___ gatakut resesi. lebih takut kalo masjid makin hari makin sepi
2022-10-15 12:21:08+00:00,@jek___ Aq cuma takut shadaqohku berkurang gara2 resesi...padahal yang segini aja suka ga yakin bisa surga...tapi beneran ga relate sih ma dirimu yang model2an Abdurrahman Ibn Auf
2022-10-15 12:20:26+00:00,"@jek___ isded mau tanya kalau lagi resesi itu bikin kesel orang kan?

""resesi lu, jadi kena batunya kan lu"""
2022-10-15 12:20:21+00:00,Kudu ngirit-ngirit bgt. Jobless dan ancaman resesi bikin ketar-ketir.
2022-10-15 12:20:11+00:00,"hahaha another sat set meet up sebelum you go back to the town. enak banget, blank dulu pas ditanya soalnya lagi menikmati kenikmatan duniawi lalu ditarik balik dengan pertanyaan ""apa yang harus disiapkan as anak muda dalam melewati resesi tahun 2023 mendatang."" duh."
2022-10-15 12:19:33+00:00,@jek___ Kalo si resesi dan penghasilanku saling ngobrol https://t.co/shwqQw9VXa
2022-10-15 12:18:43+00:00,@jek___ ngapain takut resesi kalau duit banyak dari istri
2022-10-15 12:18:33+00:00,"@jek___ Resesi this resesi that, yang kutahu hanya resepsi sama kamu hahay"
2022-10-15 12:17:48+00:00,@jek___ Antum yg kerjaannya ga ada ya mana relate sama resesi
2022-10-15 12:17:11+00:00,"@jek___ Menanam padi, sayur mayur dan ikan lele adalah jalan ninjaku hadapi resesi. Alangkah mudahnya hidup di pelosok negri"
2022-10-15 12:16:54+00:00,Lebih percaya tahun depan resesi dari pada resepsi. Eh 😂 https://t.co/sfpwZOLu73
2022-10-15 12:16:43+00:00,"@jek___ betulll, resesi atau gak udah biasa hidup susah"
2022-10-15 12:16:14+00:00,"@jek___ lah iya juga ya, ada guna nya juga ni idup susah jadi ga takut resesi. gaada duit ya tinggal puasa daud aja udah"
2022-10-15 12:15:53+00:00,"@jek___ Emak2 lebih khawatir billar ngebanting lesti, dibandingkan ekonomi dibanting resesi..."
2022-10-15 12:15:53+00:00,"@jek___ Lagi ngumpulin duit stad buat beli emas tahun depan , katanya tahun depan harga emas anjlok karna resesi, biar kaya elu stad pengangguran tapi banyak duit"
2022-10-15 12:15:52+00:00,Yalah. Ngatur debit kredit tiap hari udah pusing gaya gayaan mikirin resesi. Mending ngudut dulu.
2022-10-15 12:15:45+00:00,"dari kemaren udah muncul (lagi) war netijen indo-malay, pertanda resesi tahun depan gajadi."
2022-10-15 12:15:22+00:00,@jek___ Resesi tiap hari
2022-10-15 12:15:21+00:00,"@jek___ Daripada ributin resesi terus ngetweet kaya gini, mending nguli"
2022-10-15 12:15:09+00:00,@jek___ Apakah resesi 2023 akan lebih syulit dari melupakan reyhan?
2022-10-15 12:14:57+00:00,@NdoroTedjo Apa masih punya relatifitas dengan isu yang berkembang di revolusi industri menjelang resesi ekonomi?
2022-10-15 12:14:50+00:00,@jek___ gue udah resesi ini alias missqueen banget stang
2022-10-15 12:14:36+00:00,bener udah resesi dari dulu wkwkwk
2022-10-15 12:14:32+00:00,"Bukan resesi lagi, tapi bangkrut 😵‍💫"
2022-10-15 12:14:21+00:00,"@jek___ baru gajian, lusa udah resesi. sok sokan panik"
2022-10-15 12:14:18+00:00,i hope semua pada bijak aja jg atur atur duitnya apalagi taun dpn kabarnya bakal resesi. jgn dipaksain kalo uang dan waktunya ngga memungkinkan 🫶
2022-10-15 12:14:12+00:00,"@burnedoutmeme @worksfess Indo masih agak selamat krn punya komo yg kebetulan harganya naik efek commodity boom. Meskipun begitu kalo amit amit di luar resesi bingung juga jual kemana.

Ini pandangan ku sbg orang yang aktif di saham. CMIIW ya, silahkan koreksi atau tambahin untuk yang lebih paham"
2022-10-15 12:14:06+00:00,"Cuih, gak ada tahun segelap pandemi, segelap gelapnya resesi 2023 at least kita masih bisa beraktivitas dan kegiatan ekonomi jalan. Apakah ini campaign?
Mark my words. 2023 we'll be just fine"
2022-10-15 12:13:45+00:00,"ngapain mesti takut sih sama prediksi resesi 2023

emang selama ini hidupmu gak sulit? emang sekarang penghasilanmu banyak? dari dulu juga antum udah resesi duluan jadi ngapain takut ye gak"
2022-10-15 12:12:20+00:00,"Iyo onok bener e seh kene dikeki duek 10ewu yo sek iso mangan 
Mslh e resesi 2020 opo podo ambek 2023"
2022-10-15 12:12:00+00:00,"Jadi, udah takut belum menghadapai resesi 2023?"
2022-10-15 12:11:57+00:00,@FadhilFirdausi Fix sih europe resesi
2022-10-15 12:10:09+00:00,"Orang-orang sibuk bahas resesi, pengen ngikutin tapi apa ada daya terlalu berat untukku"
2022-10-15 12:09:56+00:00,"@burnedoutmeme @worksfess T tapi resesi 2023 ini efek domino dari pandemi kemarin. Karena waktu pandemi the fed cetak uang banyak banget, uangnya lari ke crypto, saham, sama perusahaan teknologi digital. Sekarang inflasi US tinggi karena uang yang beredar terlalu banyak. The fed mulai naikin suku bunga"
2022-10-15 12:08:53+00:00,Tiati tahun depan resesi
2022-10-15 12:08:50+00:00,Dan sisanya w tabung. Inget tahun depan resesi bung.
2022-10-15 12:08:34+00:00,pengen resign dan nyari kerjaan baru tapi bentar lagi 2023 heboh2nya resesi😭
2022-10-15 12:07:23+00:00,fak resesi 2023 gw cmn mau nonton konser
2022-10-15 12:05:18+00:00,@eternaIune iya njir gue parno liat dampak resesi 2023 di tiktok kek woii gue gada persiapan apa2😭😭
2022-10-15 12:04:38+00:00,"@Askrlfess Nggilani, Nikah itu masalah kesiapan Nder. Siap secara mental, finansial include didlmnya. Bilang mamak bapakmu, taun depan masih mikirke Resesi not Resepsi ngunuuu lhoo Nder"
2022-10-15 12:04:28+00:00,@ageofegg Wes moco soal resesi 2023?
2022-10-15 12:03:02+00:00,"Pls kalo ini ada hubungannya sama resesi ato perang ukraina, w angkat tangan"
2022-10-15 11:59:35+00:00,"Kalau tahun depan beneran resesi, ada alasan untuk pasangan2 nikah sederhana, akad doang 😌
yuk?

*yuk ambe sopo, yayuk...😩"
2022-10-15 11:58:57+00:00,"Gak usah takut resesi 2023. Itu cuma berdampak ke pengusaha pengusaha atau para pekerja. 
Kalo pengangguran beban keluarga kaya kamu mah sama aja, ga ada efek apa apa."
2022-10-15 11:58:30+00:00,@tanyakanrl Anj lh Giliran gw mau lulus ada aja resesi
2022-10-15 11:56:34+00:00,"@BigAlphaID Resesi kan biasanya tiba tiba, kalau diomongkan jauh jauh hari patut dicurigai 😅"
2022-10-15 11:56:04+00:00,Beberapa startup dikabarkan akan melakukan IPO di tengah ancaman resesi global yang diprediksi terjadi pada 2023. https://t.co/24Zkwqy8BO
2022-10-15 11:54:13+00:00,"@schrocatastroph Sampe carrier baru belum kesentuh samsek, untung belum sampe drop di bukalapak “new gan, bnib, alasan jual: gatau kapan muncak lagi”. Taun depan resesi 🤪 yok aamiin dikasih rejeki lagi 🏃🏻‍♀️"
2022-10-15 11:51:04+00:00,"Terkini Bisnis: Fakta Mie Sedaap Ditarik di Singapura, Ancaman Resesi 2023 https://t.co/iNEk5Gy9Gv #TempoBisnis"
2022-10-15 11:50:54+00:00,"@BigAlphaID Terasa sih di keluarga, resesi masa covid bikin banyak sodara yang kena PHK."
2022-10-15 11:47:38+00:00,"kuliah burnout, love life ancur, jogja hujan tiap hari, plat motor ilang, 2023 resesi"
2022-10-15 11:46:38+00:00,"@must_paijo @ryndaza Ga jadi resesi dah..... ngoahahahahahaha karena kita ini udah di tempa oleh keadaan kok, mau dunia lagi seneng kek perang kek tetep kita mah begini2 aja. Di bilang maju ya kaga di bilang mundur ga juga sih."
2022-10-15 11:46:29+00:00,"orang lain malam mingguan, ini sibuk ngurus persiapan resesi"
2022-10-15 11:46:20+00:00,"2023 ditakut2i resesi ekonomi, bukannya dikasih solusi"
2022-10-15 11:44:22+00:00,"gpp dah resesi, ntar gw bisa serok shm2 bagus yg lagi diskon, kan mayan ya.."
2022-10-15 11:41:54+00:00,"Padahal pakar financial etc ngasih insight biar masyarakat ada planning amit-amit resesi beneran kejadian,eh malah dicancel lebih parahnya disangkut pautin ngeraguin kuasa tuhan 😅"
2022-10-15 11:39:40+00:00,@nescafedua Ini bentuk invest ka jdi pas resesi aku g beli lgi
2022-10-15 11:39:01+00:00,"Itu orang lagi usaha keras jualan aplikasi, soalnya dia ketar-ketir kalau gak fear mongering 2023 resesi aplikasi culasnya dia itu mati alias gulung tikar

Jangan mau dibodohi, beneran deh kalau udah nyinggung dapur pribadi tuh hati-hati banget deh"
2022-10-15 11:38:27+00:00,@unboxingotak Lg siap2 resesi
2022-10-15 11:35:59+00:00,@Askrlfess Semoga keuangan kamu membaik dan gak resesi mulu :(
2022-10-15 11:34:40+00:00,@MarkDay930904 @aimXCIII Ohiya resesi :( wkwk tapi kayaknya tiap menjelang tahun baru ada aja kak rumor ekonomi :”)
2022-10-15 11:34:09+00:00,"mana ga ada salintempel komen wangy wangy, pantes si tahun depan resesi 🤬"
2022-10-15 11:33:59+00:00,"2023 Jepang - Inggris berlomba pasarkan mobil terbang
Indonesia masih aeee mikirin kasus leslar
Taun depan kemungkinan RESESI OEEE😂 #LestiKejora"
2022-10-15 11:32:55+00:00,"Banyak orang takut dengan resesi karena potensi berkurang atau kehilangan income. Tetapi banyak orang tidak sadar, bahwa ada hal yang bisa menghilangkan income secara permanen. Sudah tau?"
2022-10-15 11:32:44+00:00,"@Chilljealuc @worksfess Gue bawa santai aja, waspada sih iya, tapi nggak mau ovt, panik. 
Siapin dana darurat semampu kita aja, jadi kalau ntar harga2 naik, kita masih bisa beli.
Yang ditakutkan kalau resesi itu krisis pangan dan energi."
2022-10-15 11:32:38+00:00,Resesi resesi dobos2an ae
2022-10-15 11:32:19+00:00,"@aimXCIII @Almashyaa_ Ya ampun, sbnrnya tanpa rumor ini aja gw pengen nonton maniac di sana hahaha tpi resesi tahun depan bikin galau utk pergi atau ngga"
2022-10-15 11:32:16+00:00,"Ancaman Resesi Makin Nyata, Bagaimana Nasib Industri RI? https://t.co/q4NOR1Iu88"
2022-10-15 11:30:30+00:00,"Gw habis nonton video tentang kemungkinan resesi 2023 :"" luar biasa overthinking 
https://t.co/GRIFbJZJ0F"
2022-10-15 11:30:00+00:00,"Sinyal resesi muncul seiring dengan kebijakan moneter ketat bank sentral di sejumlah negara. Indonesia disebut masih relatif tahan terhadap resesi ekonomi global. Namun, sejumlah industri akan terdampak. https://t.co/vGU6PQIDLw #Analisis #CNNIndonesia https://t.co/nXEAGT48pR"
2022-10-15 11:29:46+00:00,"iya sih, kalo buat w ibuk bapak w sama keluarga besar di desa pasti bodo amat sama resesi ini itu. penting tiap hari ke sawah, bapak w juga masih tetep ngurusin orang2 panen padi, ibuk w tetep ngisi data stunting, w tetep aja ke pkm tiap hari."
2022-10-15 11:28:58+00:00,"@bountyofD ""Kita harus hemat, saving money guys 2023 bakal resesi"" WKWKWK"
2022-10-15 11:27:04+00:00,2023 resesi tapi gue malah nonton the link 2 hari
2022-10-15 11:26:28+00:00,takjub masi bisa sedikit menjelaskan resesi ke org
2022-10-15 11:25:41+00:00,Kepikiran resesi resesi sampe tiap malem tidur gak tenang sampe kebawa mimpi jg -.-
2022-10-15 11:24:45+00:00,Resesi tahun depan🥶
2022-10-15 11:20:37+00:00,"Mengenai resesi semoga kita selalu aman. Tapi khawatir juga karena lesunya pasar benar2 udah dirasain dari habis lebaran kemarin, secara perlahan penjualan anjlok. Semoga segera membaik 🥺"
2022-10-15 11:19:48+00:00,"@convomf masih aja ngurusin ginian, resesi noh depan mata"
2022-10-15 11:19:46+00:00,Belum juga resesi ekonomi ku udh sulit. HAHAHA
2022-10-15 11:17:26+00:00,"@indahoktviana Persiapan mo resesi kak, kudu hemat👍"
2022-10-15 11:16:41+00:00,Gila banget kalau sampe 2023 Resesi di Indonesia. Gak kebayang makin susahnya di negara ini
2022-10-15 11:16:40+00:00,"Tiwas mikir 2023 RESESI marai Wedi, mending mikir 2023 RESEPSI ben rodok termotivasi. Ben hari-hari sing GELAP maleh rodok GEMERLAP ✨"
2022-10-15 11:16:17+00:00,Resesi resesi peler
2022-10-15 11:15:58+00:00,@souldyyy @worksfess yess jujur capekk ngeliatnya resesi resesi resesi
2022-10-15 11:13:20+00:00,"Jgn boros² ya sayang, tahun depan resesi 🤗"
2022-10-15 11:12:22+00:00,"Dah berusaha banget mempersiapkan diri menghadapi resesi 2023 dgn gak belanja sing ora penting....

Seketika ambrol pertahanan ditawarin sisir bergambar Princess Tiana harga 150rb.

((((SISIR 150 RIBU))))"
2022-10-15 11:11:29+00:00,"@BigAlphaID Gak ada yg takut resesi. Ini cuma siklus aja. Ada siang, ada malam.

Cuma berasa gak enak aja kalau ROI gak sesuai harapan dan meleset dari target waktu.

Kalo cuma sekedar survive ya musti bisa survive laaah.. Bear market itu saatnya develop jaringan &amp; sosialisasi gagasan."
2022-10-15 11:09:57+00:00,"Gak ada yg takut resesi. Ini cuma siklus aja. Ada siang, ada malam.

Cuma berasa gak enak aja kalau ROI gak sesuai harapan dan meleset dari target waktu.

Kalo cuma sekedar survive ya survive lah. Bear market itu saatnya develop jaringan &amp; sosialisasi gagasan."
2022-10-15 11:09:13+00:00,"2023 ada resesi ayo menabunggg
*Menabung menabung taiii, bli buku kuliah segabrek noh anjg"
2022-10-15 11:08:37+00:00,Penjelasan Sederhana RESESI STAGFLASI INFLASI dan Lain lain. https://t.co/SSjWguqAJ7 lewat @YouTube
2022-10-15 11:08:24+00:00,"2023 resesi, sudah ada persiapan apa?"
2022-10-15 11:06:00+00:00,"gk nonton tapi nyesel, tahun depan resesi, usahakan hemat-hemat dulu:')"
2022-10-15 11:05:55+00:00,@worksfess Ofc fear mongering headline attracts the clicks. Resesi (katanya) 2023 ini terlihat lebih seram  karena orang sekarang lebih 'accept' kl bakal terjadi resesi dibanding resesi dulu yang kebanyakan masih pada denial. Jgn terlalu panik selama mal dan restoran masih rame.
2022-10-15 11:04:53+00:00,Gue takut banget kalo beneran ada resesi tahun depan soalnya gue nabungnya bukan buat makan tp buat ngonser:))
2022-10-15 11:04:33+00:00,"Tenang, walopun ada kabar tahun 2023 itu Resesi, kita tetep Resepsi kok, Dek."
2022-10-15 11:00:10+00:00,"Rasa-rasa resesi udah mulai terasa:
🧔🏻: Bu, kayaknya honor A mulai tahun depan gak ada karena gak di ACC
🧕🏼: Berarti anggaran bulanan harus ada yang dipotong, untung honor bukan ibu masukin ke anggaran wajib dan tahun depan juga cicilan InSyaaAllah selesai."
2022-10-15 11:00:05+00:00,Ketua DPR RI Puan Maharani mengatakan perlu adanya upaya multi lateral untuk mengantisipasi resesi ekonomi yang saat ini tengah mengancam dunia. https://t.co/LogBsBLMFN
2022-10-15 10:57:53+00:00,@Adiputro95_ Butuh sugar daddy buat pencerahan sekaligus persiapan menghadapi resesi 2023 😭
2022-10-15 10:56:26+00:00,Resesi inflansi bla bla bla kalo gak punya duwit dan mau berusaha mah ya tetep aja gx punya duwit anjay
2022-10-15 10:55:32+00:00,@ffionatae Berita 2023 resesi ini emg bikin 🥺🥺🥺🤕🤕🤕
2022-10-15 10:55:09+00:00,"@TxtdariHI ckck

esg

investment ke energi fosil seret

covid banyak tambang ditutup &amp; investasi seret

recovery, supply energi kurang

inflasi dimana2 karena harga energi naik

eropa blokade salah satu sumber energi besar rusia, harga energi makin tinggi

inflasi jadi tinggi banget

resesi"
2022-10-15 10:54:51+00:00,2023 itu jadi nya Resesi atau Resepsi ?
2022-10-15 10:53:33+00:00,"[cm] aku baru aja tadi nonton yt tentang resesi 2023, karna bukan orang yg paham bidang ekonomi jadi agk pusing, menurut kalian sebagai mahasiswa apa sih yg bisa kita lakuin buat diri sendiri dan keluarga??"
